USERID,LTV
26433656,2275.49
3654426,2274.58
4613248,2274.28
5637993,2274
3435390,2273.9
17810537,2273.37
3864001,2273.2
25128550,2272.94
30179918,2272.23
24690927,2271.94
4357641,2271.33
30090807,2270.45
27808141,2270.17
31950913,2270.03
1631242,2269.79
9626099,2269.58
20108439,2268.99
20275396,2268.57
30206,2268.09
24785978,2267.87
27248592,2267.59
2783096,2267
24360433,2266.9
31761698,2265.89
3506702,2265.17
17644813,2265.14
16018697,2264.94
228506,2264.7
12833483,2264.54
5412527,2264.36
5505784,2264
28438705,2263.89
34259718,2263.61
1702959,2263.41
20188070,2263.38
27030671,2263.37
31989765,2263.18
4932777,2262.69
30232855,2262.32
4865785,2261.33
31364332,2261.07
31131631,2260.75
28305974,2259.9
33803102,2259.83
24512663,2259.82
21775949,2259.47
28600261,2259.47
2312246,2258.87
31944,2258.39
26375212,2258.13
53617,2257.37
4848825,2257.35
32720750,2256.56
10742562,2255.95
6820236,2255.26
235389,2253.87
18237404,2253.77
31774652,2252.79
33424679,2252.65
33352386,2252.5
169610,2252.26
90403,2252.02
21084168,2251.91
58562,2251.66
17002892,2250.7
33558316,2250.22
29803338,2249.72
21629435,2248.45
77898,2248.42
6179688,2247.97
5783402,2247.95
20245432,2247
26899614,2246.99
5643856,2246.79
15317942,2246.5
620385,2246.5
20023657,2246.24
8376393,2245.7
18505813,2245.64
34163736,2245.42
31328924,2245.32
445064,2245.29
19359016,2245.15
28711494,2244.97
20582365,2244.87
26548286,2244.24
19527837,2243.51
3938315,2242.76
32354705,2241.85
32291665,2241.69
12501885,2240.3
26090725,2240.18
1318033,2240
14685391,2239.8
5899609,2239.06
7550658,2237.72
2411816,2236.89
33594641,2236.66
17809743,2236.48
28784501,2236.01
15716303,2235.07
17911974,2234.95
474137,2234.78
5333615,2234.3
27135533,2234.08
1340848,2233.81
28662852,2233.27
1513451,2232.52
21583232,2232
24860384,2231.94
19894494,2231.73
33686515,2231.66
15093102,2229.88
26897886,2228.91
3640584,2227.28
22408976,2227.13
4523601,2227
3287030,2225.81
21865187,2225.7
30088810,2225.43
19692758,2225.32
25110181,2225.3
18986542,2225
15103972,2224.97
7043167,2224.88
4466343,2224.5
33521593,2224.12
5604292,2223.75
14996156,2223.2
33261052,2222.84
306039,2222.64
5791954,2222.24
6804730,2222.17
11043168,2221.54
12643033,2221.54
3031483,2220.8
28073818,2220.76
8526205,2220.52
20206107,2220
754860,2219.71
5188618,2219.68
200494,2219.57
20799324,2218.75
23126535,2218.56
2163543,2218.47
278065,2218.09
28426475,2217.87
9273026,2216.73
10047521,2216.71
33383781,2214.51
3779014,2213.19
12597809,2211.82
28054072,2211.39
21562243,2211.05
25405656,2210.54
21707364,2210
24240934,2209.97
7708213,2208.79
32105492,2208.01
22826314,2207.93
18399482,2207.26
21536347,2206.98
2296012,2205.93
16366891,2205.15
29384066,2205.09
5780143,2204.5
19109228,2204.35
1802916,2203.98
28820598,2203.24
20792030,2203.21
22819726,2202.94
6886847,2202.9
9061955,2202.1
2491423,2202
20018079,2201.4
3392645,2200.65
7493323,2200.14
24129821,2200
8289179,2200
28459842,2199.52
7840620,2199.31
697945,2198.72
19015781,2197.7
842620,2197.4
8590979,2197.34
15812809,2197.31
607190,2196.96
6698480,2196.55
15530025,2196.12
4181580,2195.35
134206,2195.1
24941039,2194.91
8464466,2194.86
5491448,2194.3
30668082,2194.13
15565924,2193.47
8938064,2193.04
33755635,2192.49
25911868,2191.89
5481892,2191.34
4432063,2191.33
5735904,2191.09
33065082,2190.99
14131157,2190.82
2277126,2190
8072877,2189.88
30115376,2189.52
3832360,2189.24
31790851,2188.12
3541069,2187.65
20220605,2187.5
33261497,2186.6
29297867,2186.6
7659166,2186.59
3452387,2186.47
1986154,2185.58
1250716,2185.55
3861731,2185.02
31878705,2184.68
7564987,2184.33
1596707,2183.91
97127,2183.18
6432891,2181.9
11620179,2181.53
16374708,2181.1
18879336,2180
226727,2179.9
28600692,2179.8
22862878,2179.36
33267668,2178.3
26689816,2178.03
33570664,2177.52
3411916,2176.05
182282,2175.7
8016937,2175.58
15648224,2175.56
32520316,2175.55
7986195,2175.08
9019997,2173.94
32008223,2173.83
30888285,2173.4
13083412,2173.21
22486485,2172.8
3949321,2172.8
6738874,2172.69
29890332,2171.05
24735000,2170.72
20387574,2169.12
4811409,2168.21
24546001,2167.51
9080377,2165.78
5404036,2165.15
22607076,2164.69
22713283,2164.36
6750652,2163.77
3832445,2163.63
5185898,2162.72
20030607,2162.46
6444708,2162.34
7873843,2162.29
22763154,2161.59
33299002,2160.73
31843760,2160.71
22903756,2160.28
8677412,2160.25
24374032,2160.2
25075240,2159.91
178774,2159.89
9492853,2159.72
3234148,2159.36
5551140,2158.8
4373575,2158.05
2537263,2157.26
31514503,2157.12
5361639,2156.42
21111546,2156.39
8815676,2156.07
17912175,2155.91
2092321,2155.7
26606018,2155.08
7815824,2155
185108,2154.95
12767877,2154.83
33450652,2153.8
22276919,2152.5
33651668,2152.26
4777053,2152.16
21918387,2152.12
31984436,2151.75
32275961,2151.49
1402685,2151.12
4341831,2151
16478390,2150
2569645,2150
4475976,2150
6746357,2149.4
19914630,2148.86
24951027,2148.84
28520115,2147.8
13116773,2147.41
20947608,2146.98
4775561,2146.89
32335411,2146.46
13522697,2145.56
9123447,2145.55
33723641,2145.05
6898034,2145
7310083,2144.89
31294357,2144.68
1943632,2144.62
23095562,2143.75
3428528,2142.87
16122660,2142.46
5794707,2141.79
32537140,2141.43
4274800,2141.35
32678229,2140.71
2138831,2140.52
4325883,2140.01
4041124,2139.94
33254594,2139.55
28718360,2139.54
7103908,2139.09
243756,2138.4
7169393,2138.26
27476188,2137.99
21650403,2137.65
3575091,2137.56
32551840,2137.43
431178,2137.03
9601265,2136.23
27339204,2135.46
5320062,2135.35
31633871,2135.04
3703647,2135
15304718,2134.99
20375137,2132.89
800802,2132.76
18336721,2131.87
32481093,2131.11
1761092,2131.1
5028493,2131.07
17686849,2130.41
24349385,2129.94
2777406,2129.07
25366922,2129.03
6590727,2128.72
3658458,2128.55
12191750,2127.42
5639422,2127.15
33091335,2127.12
5119932,2127
5832089,2126.91
3203513,2126.25
8481191,2125.6
21890489,2125.38
21901860,2124.99
10116109,2123.3
3702568,2122.5
28903448,2121.73
16060463,2121.5
32255241,2121.29
12504733,2121.1
22272855,2120.71
24409525,2119.9
6022463,2119.8
31832324,2119.74
30451427,2118.82
5959242,2118.51
21128339,2118.3
18080856,2118.21
4741153,2117.9
26083392,2117.74
353038,2117.54
8575836,2117.42
2392613,2117.12
31207606,2116.64
13277627,2116.13
466570,2115.79
33644916,2115.6
16977253,2115.39
20499826,2115.12
23334274,2114.72
4480275,2113.8
34362207,2113.24
8977701,2112.18
17704071,2112.17
32768156,2111.75
21600109,2111.55
6615904,2110.99
825764,2110.61
25808272,2110.56
12445722,2110
8180797,2110
19607281,2110
29210224,2109.94
17991859,2109.76
7335838,2108.42
8829314,2108.26
32987460,2107.81
7960417,2107.6
8389884,2107.55
5544938,2106.84
19269186,2106.39
16608221,2106.37
33141330,2106.05
6208031,2105.91
1745627,2105.91
6140345,2105.75
16055584,2105.7
29759463,2105.56
32050847,2105.38
2186728,2104.5
2695473,2104.18
5912758,2104.1
4945378,2104
1120418,2104
26120718,2103.3
8107371,2102.9
3681507,2101
22623853,2100
22222636,2100
27285240,2099.95
8473644,2099.89
6869520,2099.81
8306179,2099
5986357,2098.77
27105786,2098.1
827134,2097.25
8190878,2097.14
23231598,2097.1
31989042,2096.79
2292258,2096.66
33904316,2096.18
21772550,2094.97
32850546,2094.86
5603008,2094.73
718789,2094.45
17279817,2094.25
1891980,2093.64
4931585,2092.51
5914690,2092.22
20332163,2091.97
3759941,2091.94
2685829,2091.4
34120834,2089.83
32894021,2089.65
27385713,2089.48
12012956,2089.39
21296035,2089
25278622,2087.52
5445045,2087.28
27333047,2087.26
32975480,2087.1
26940026,2086.66
1385520,2085.57
8725017,2085.52
20885348,2085.07
939101,2085
4427005,2084.95
23368046,2084.45
17296424,2084.28
847992,2083.67
4340637,2083.19
7184420,2083
27232662,2082.99
5185434,2082.59
2663895,2082.47
25682485,2082.36
9240074,2082.2
32664072,2081.6
4553586,2081.51
6561767,2081.4
16197618,2081.09
5086128,2080.93
20544561,2080.64
26687493,2080.51
14662773,2080.29
34188550,2080.2
4868399,2080.09
33520533,2079.49
19593771,2079.25
5779169,2078.3
9463256,2078
23714202,2077.87
20811997,2077.17
30952990,2076.85
5009340,2076.56
11827697,2076.17
4583870,2075.62
748378,2073.99
14989515,2073.52
24527652,2072.21
3775039,2071.9
28025934,2069.72
27537292,2068.89
2791409,2068.85
14135097,2068.75
16563380,2067.97
25396901,2067.06
9168608,2066.59
784186,2066.3
25064999,2065.97
14691623,2065.84
6611238,2065.68
31726929,2065.13
5259469,2064.93
8660441,2064.85
23188403,2064.37
993454,2063.88
29128907,2063.79
24575362,2063.73
8192863,2063.01
12363935,2062.75
22501233,2062.56
4095759,2061.97
22383701,2061.92
19111936,2061.89
17920806,2061.84
9337159,2060.54
9067306,2060
20080230,2059.6
32044076,2059.6
20593879,2058.97
7519187,2058
24948388,2057.87
4056479,2057.86
15035021,2057.3
26468917,2056.99
22669562,2056.59
28109963,2056.46
33569404,2055.83
1195942,2055.76
3355051,2054.99
1079788,2054.27
31514620,2054.17
3836205,2054.11
1547150,2054.06
13822270,2053.94
28970457,2053
33785048,2052.3
6761735,2051.9
32747083,2051.59
25303446,2051.53
13833076,2051.07
26857835,2050
166933,2050
3350548,2049.98
25261307,2049.86
3474110,2049.79
26268882,2049.68
20527073,2049.6
6053571,2049.54
13274508,2049.07
32198171,2048.48
29269297,2047.3
19515310,2045.05
1231968,2044.77
9193931,2044.45
3765036,2044.18
4072678,2044.07
5971148,2044
8394969,2044
3507657,2043.83
11408509,2043.19
33602840,2043.02
799084,2042.8
28457700,2042.06
19671013,2041.85
16467199,2041.77
1797654,2041.65
25703772,2041.13
25699286,2040.89
4566954,2040.69
14184915,2040.22
10596701,2040.1
26745125,2039.97
25651751,2039.9
316858,2038.56
1946866,2038.17
29858772,2037.11
16124475,2035.94
28098496,2035.69
4437045,2035.4
9277514,2034.99
4573034,2033.77
4632079,2033.25
114563,2031.99
1756402,2031.78
22363708,2031.12
4218984,2031
11702521,2030.98
26684820,2030.83
20887721,2029.93
16584291,2029.8
11491518,2029.73
911200,2029.66
28444389,2029.28
2229357,2029.26
9216194,2028.22
9529719,2025.56
7546993,2025.11
23641918,2025
32043598,2024.92
6183538,2021.78
27946641,2020.62
4992042,2020.47
33587386,2020.44
33362233,2020.2
6638275,2019.99
5318525,2019.96
29570463,2019.73
7509863,2019.46
8458506,2019.43
8379663,2018.9
25264631,2018.8
361622,2018.79
7875044,2017.22
5759977,2017.03
20536193,2016.95
31863701,2016.76
19349549,2015.06
5506524,2015
4189984,2014.62
1659508,2012.04
33944222,2012.04
22023550,2011.5
26649120,2010.4
25124172,2009.85
1963204,2009.38
13303918,2009.1
21258636,2009
8000889,2008.9
19907099,2008.49
22259618,2008.27
13766094,2008
12436163,2007.99
33173100,2007.34
3590396,2007.05
5630137,2007.02
4584627,2007
16790339,2005.63
29700666,2005.56
23774057,2005.25
232685,2005.24
5687159,2005
4360450,2005
2788524,2004.95
24593622,2004.88
17676446,2004.79
32992462,2004.64
4470632,2003.98
19573020,2002.8
1359114,2002.44
15201451,2002.38
15525491,2001.19
23701004,2001
5588039,2000.99
25813294,2000.49
31321977,2000.19
5519326,2000
3229813,2000
1100522,2000
6391980,2000
32871234,1999.79
5315223,1998.26
32466728,1997.59
7174433,1997.42
31627909,1997.38
5002328,1997.34
23362531,1996.22
711180,1995.82
29158079,1995.71
32165791,1995.45
25013487,1995.07
5625378,1994.79
13828614,1994.71
27596084,1994.69
32579883,1994.27
32765910,1993.77
29359302,1993.7
602592,1993.4
31391284,1992.88
8186235,1992.79
27580325,1992.32
32063273,1992.11
1729770,1992
27087402,1991.03
2362816,1990.97
8067400,1990.79
31755324,1990.7
32832916,1990.39
27275262,1990.34
5650955,1989.97
5544179,1989.77
21515696,1989.07
32434930,1988.86
9309629,1988.11
392331,1988.1
7636701,1988.01
29911258,1987.02
5201457,1986.7
32663258,1985.89
33401832,1985.88
15097077,1985.57
22651854,1985
14285837,1985
3487336,1984.9
25299448,1984.43
14804386,1984.1
23436456,1983.42
21318291,1983.21
23513978,1981.75
23222821,1980.33
2630123,1979.97
15607937,1979.86
32557900,1979.29
3444619,1978.5
17584338,1978.37
3853886,1978.16
23467127,1978.11
9476793,1977.8
21239996,1977.53
10874540,1977.2
19439875,1977.03
3321722,1976.79
3885239,1976.09
24011424,1976
31805991,1975.98
21036757,1975.91
4207520,1975.68
3342980,1975
5481464,1974.89
21572752,1974.58
217827,1974.46
28636593,1974.41
11881792,1974.07
2962250,1972.56
33811117,1972.22
18295979,1972.08
4779990,1971.93
4694755,1971.79
29450079,1971.3
8882757,1971.09
31409897,1971.07
2493711,1971
28391346,1970.21
9040554,1970.04
5299360,1969.93
7206665,1969.62
25696522,1969.6
34327012,1969.54
4531258,1969.21
5202045,1968.9
30103221,1968.82
6805100,1968.67
15698110,1968.6
1972526,1968.5
1551025,1968.39
27366320,1968.37
30080307,1968.34
3062564,1968.07
17551977,1967
21594097,1966.99
23161382,1966.88
3278623,1965.08
26664541,1965.01
24122593,1965.01
22756041,1965
6329593,1964.65
1829287,1964.63
9840542,1963.62
6122916,1963.6
5646812,1963.02
1761437,1963
15736661,1962.76
19256108,1962.52
4454339,1961.58
14393440,1961.05
21015851,1960.99
33943108,1960.62
2855607,1960.26
4850031,1959.99
4473091,1959.91
29398917,1959.69
32620273,1959.68
10279756,1959.65
8615330,1959.64
32523951,1959.57
12548311,1959.5
32876430,1958.48
148050,1958
16812573,1957.97
2400290,1957.78
1083223,1957.73
24259027,1956.34
20497045,1956.19
9109160,1956.18
4732447,1956
5634731,1955.92
7209266,1955.89
15228246,1955.87
33594639,1955.76
5481746,1955.25
12921652,1955.15
33739233,1954.79
30935293,1954.58
29074036,1954.21
23181990,1954.1
25798912,1954.07
27689829,1953.21
31935344,1953.2
13338250,1952.7
4322351,1952.54
19597801,1952.1
27488498,1951.9
3220268,1951.88
17300860,1951.71
183885,1951.44
6685064,1950.98
16337389,1950.9
28288906,1950.9
4540347,1950.32
19776588,1949.94
7148652,1949.89
34301107,1949.82
30983323,1949.82
31691411,1949.58
915928,1949.08
34044786,1948.46
13305162,1948.43
5502775,1948.2
1388069,1948
2522625,1946.75
33428606,1946.21
26864825,1946.14
33199219,1946.01
33463509,1945.36
2345875,1945.24
5705757,1944.85
4394380,1944.75
20038315,1943.92
836065,1943.89
28591031,1943.51
26938034,1943.48
22104594,1943.04
10874650,1943
8854259,1942.49
34157065,1941.03
20156552,1940.67
7754081,1940
2023019,1939.93
276276,1939.09
12075550,1938.6
17500022,1938.4
6175180,1938.2
5946389,1938
4145362,1938
19949702,1937.59
20882786,1937.58
15643299,1937.37
13062631,1937
3176910,1936.95
29093781,1936.64
33857902,1935.6
14251590,1935.29
5928590,1934.92
4905513,1934.77
13783890,1934.4
1161933,1934.34
28136129,1934.03
32423832,1933.16
628373,1933.06
22296304,1932.67
27976229,1932.55
6057745,1931.99
5691287,1931.5
22112067,1929.84
1885114,1929.84
6575024,1929.52
805436,1928.78
23085355,1928.61
28844657,1928.3
28503197,1928.24
13525514,1928.14
7449806,1927.1
5661779,1926.56
20707535,1926
5544841,1925.62
29090348,1925.6
18313193,1925.52
779724,1925
31329180,1924.6
12590715,1924.56
27825114,1924.08
20154200,1923.99
7073989,1922.83
4730174,1922.12
22186500,1921.43
32388000,1921.32
28614725,1920.82
5715918,1920
15182263,1919.99
24850349,1919.43
24197580,1919.4
19210805,1918.37
21314478,1917.22
15744581,1916.87
20608442,1916.63
27019004,1916.3
1592137,1916.2
8876981,1915.77
33826031,1913.94
26258879,1913.67
8105894,1913.55
22940547,1913.47
11461904,1912.47
4292300,1911.94
22619539,1911.57
26964699,1910.99
30743441,1910.37
7503329,1910
23700522,1909.86
17004358,1909.8
6293615,1909.28
5962209,1909.13
24317119,1907.64
18797519,1907.15
4592150,1906.8
34000559,1906.44
19689134,1906.34
18885797,1906.33
329158,1905.8
4032977,1905.43
11710652,1905
4241723,1905
14307618,1904.9
10198763,1904.81
29375105,1904.74
106910,1904.42
22278978,1903.76
30215986,1903.73
15703457,1903.6
9387206,1903.4
27736449,1903.12
6175549,1903.07
24182011,1903.01
22932121,1902.67
5912974,1901.98
31296665,1901.93
15992575,1901.84
27835180,1901.79
27155488,1901.57
30876465,1900.95
16784645,1900.77
32417129,1900.57
29024490,1900.54
29192502,1900.43
11729348,1900.15
2078823,1900
28946286,1899.9
27522101,1899.52
4118911,1898.4
32219624,1898.38
1565939,1898.04
6742384,1897.85
32547876,1896.2
29282231,1896.1
24038043,1895.95
24748973,1895.72
30783016,1895.26
6394342,1895.19
3935975,1895
21713576,1895
31226212,1894.99
27721268,1894.97
32389884,1894.63
32974137,1894.14
22401739,1893.35
3067286,1893.2
14430794,1892.3
20092040,1892.06
5146995,1891.75
15376456,1891.69
33832379,1891.54
27132545,1891.37
27132000,1891.1
14235055,1891.03
15114117,1889.89
3957206,1889.29
9247808,1888.99
19204311,1888.91
31577263,1888.76
20940121,1887.48
29680442,1886.24
5651579,1886.07
16584109,1885.13
4260352,1884.93
28234915,1884.43
32099690,1883.86
1194208,1882.17
29979459,1882.06
4413958,1881.1
9435408,1880.7
6836558,1880.18
18087321,1879.93
29300039,1879.82
7566053,1879.71
25824035,1879.5
33532598,1878.98
20782736,1878.61
34216190,1877.12
8052291,1876.66
15881203,1876.35
21354137,1876.04
18964168,1874.86
6464178,1874.78
7561510,1874.5
11655693,1874.39
9705013,1874.16
27330956,1874.09
5254928,1874.01
26707822,1874.01
27686688,1873.79
29441040,1873.78
19710659,1873.33
20258131,1873.26
21962644,1873.12
3754849,1872.4
30205177,1871.54
2973711,1871.33
31765449,1870.2
24009686,1870.1
3507442,1870.02
25007686,1869.98
17376240,1869.55
3510547,1869.49
17877317,1869
6455902,1868.82
3329508,1868.65
27036195,1867.29
1313854,1866.86
210646,1866.7
10070920,1866.43
27950919,1865.6
2493620,1865.47
6774,1864.92
32715469,1864.28
18412993,1864.23
19841190,1864.02
32796607,1863.97
20401248,1863.91
33591229,1863.83
23554358,1863.74
25991303,1863.53
9408733,1863.3
20166416,1862.17
4780396,1861.92
14443834,1861.65
232103,1861.54
26716805,1859.94
5445078,1859.81
29965795,1859.77
29180418,1859.36
12544855,1859.17
33656261,1858.71
13762383,1858.4
33793364,1857.85
4669639,1857.76
4178131,1857.57
24450505,1857.22
8800286,1857.08
27881119,1857.03
12103069,1856.68
5873385,1856.65
2604158,1855.97
21804846,1855.47
21879424,1855
2016891,1854.8
1506700,1854.34
31695153,1854.29
33461530,1854.2
20591472,1853.83
32986918,1853.61
1230135,1853
2058695,1853
4679030,1852.8
26273857,1852.65
6425629,1852.52
4440255,1852.4
5355689,1851.86
6343594,1851.39
26309033,1851.1
27734154,1850
15688940,1849.99
274167,1849.3
18121461,1849.26
19840219,1848.94
19885835,1848.6
31944839,1847.89
11670978,1847.73
26983975,1847.59
12926495,1847.58
22543438,1847.5
19293269,1847.33
10889875,1846.36
2082102,1846.16
4622262,1846.07
24077957,1845.68
29927434,1845.64
3937283,1845.3
33676730,1845.26
25560754,1845.02
1889645,1844.31
34154149,1844.16
13064766,1843.72
21665070,1843.27
1907731,1842.19
8767901,1841.68
1120146,1841.19
19598985,1840.77
32805104,1840.74
21399372,1840.68
223211,1840.4
3614625,1840
191548,1840
8672997,1839
8560200,1838.38
2231372,1837.74
21604074,1837.57
19440677,1837
27130357,1836.67
4197323,1836.57
29861009,1836.26
5754403,1835.85
26577032,1835.65
1269616,1835.58
4229697,1834.98
111322,1834.9
15904072,1834.81
20529923,1834.69
591564,1834.68
5010848,1834.61
12719634,1834.48
8089496,1834.39
115935,1834.37
14155416,1834.28
6776857,1834
20125708,1833.78
9918364,1833.7
26903402,1833.6
25552470,1833.42
11434773,1833.22
26808046,1833.01
11799171,1832.69
25545718,1831.68
14440312,1831.5
8215283,1831.09
30127847,1830.61
25458236,1830.49
22745893,1830.46
1344362,1830.43
20494783,1829.82
23575698,1829.71
26629795,1829.28
12459823,1829.19
4106581,1829.18
6534640,1828.77
9025667,1828.64
32602069,1828.48
4562513,1828
6647853,1827.47
3079747,1826.54
21680047,1826.46
22356273,1826.31
32327355,1825.39
22694141,1825.31
19691381,1824.97
21851351,1824.81
21375912,1824.73
16564425,1824.46
11962998,1824.46
7521302,1824.43
20659263,1824.23
32990920,1823.5
34201452,1822.88
5763852,1822.49
27999086,1821.67
33545613,1821.18
32297383,1820.67
28040409,1819.8
33797376,1819.6
15148421,1819.41
31620957,1819.39
10849301,1819.1
32498265,1818.28
27343595,1818.26
13986753,1817.7
11114730,1816.61
3947990,1816.6
1058013,1816.29
34220363,1816.27
32804037,1816.09
1660406,1815.89
166602,1815.26
29743238,1815.02
11832374,1814.83
1308705,1814.63
31620618,1814.61
27157862,1813.8
23239187,1813.78
48202,1813.76
7558610,1813.42
173949,1813.15
13846581,1812.62
25414375,1811.7
5547045,1811.67
19539609,1811.37
5250450,1810
2088130,1809.29
832022,1808.99
28136753,1808.65
5252485,1808.25
28538311,1807.65
4922045,1807.61
31789769,1807.44
4825955,1807
29256860,1806.99
1009070,1806.85
15034787,1806.67
23535594,1806.38
3420312,1806
5946960,1805.86
31770064,1805.23
1429086,1804
23722396,1803.88
8114672,1803.69
29734736,1803.36
1342491,1802.72
9377954,1802.57
13237301,1802.12
5694366,1801.99
22517837,1801.96
22118041,1801.89
1174396,1801.7
26670326,1800.75
14096973,1800.14
16894988,1800.14
5359356,1800.07
6947150,1800
5939977,1800
4335433,1800
21221244,1799.98
8931195,1799.93
7648,1799.93
211901,1799.9
28583055,1799.87
4681207,1799.69
18069822,1798.7
24813779,1798.7
1724336,1798.42
5549758,1798.15
32364862,1797.5
24776202,1797.45
12387435,1797.06
23490541,1796.98
507792,1796.97
32279224,1795.91
20556371,1795.76
22869487,1795.03
6785715,1794.95
21238319,1794.89
31536285,1794.75
24966628,1794.52
32795412,1794.48
1530982,1793.73
4595278,1793.72
20759253,1793.66
27804164,1792.28
6806314,1791.71
32633509,1791.68
30997772,1791.64
27792723,1791.47
33645345,1791.07
26111983,1790.63
15967034,1790.47
3556254,1790.05
4718465,1790.04
31655658,1789.89
23857253,1789.65
34366379,1789.57
1112456,1788.45
2115632,1788.07
27884377,1787.97
27628904,1787.78
5508051,1787
28062617,1786.92
8930498,1786.23
32738520,1786.16
4412889,1786.1
33462717,1785.4
15269373,1785.17
21078339,1784.94
20096090,1784.35
8598670,1783.04
13524178,1783.03
28553200,1782.69
18916852,1782.27
6756574,1782
33157405,1781.94
13611932,1781.07
3287124,1780.07
331631,1780
34295806,1779.89
4487838,1779.8
14865962,1779.47
20212275,1779.14
12897830,1779
5601026,1778.98
1441323,1778.84
31073876,1778.83
1052329,1778.03
9106090,1778
5664975,1777.98
30918146,1777.45
513938,1776.76
21461600,1775.86
3907858,1775.55
8038187,1775.08
12673334,1775
7939860,1775
33564738,1774.83
25545897,1774.83
32013846,1772.8
20748133,1772.72
25839555,1771.9
5325428,1771.63
32312036,1770.89
22731086,1770.34
24334213,1770.12
4599148,1769.97
4909638,1769.8
4261055,1769.72
26925161,1769.58
32853443,1768.73
744562,1768.44
1782045,1768.41
3839283,1768.24
22977348,1768.11
8495677,1768.11
315642,1768.04
2109997,1767.89
21663073,1767.52
6168662,1765.95
4692222,1765.77
11775997,1765.74
28098902,1764.8
21553732,1764.6
22692020,1764.02
5760965,1764
5413891,1763.88
21431066,1763.77
33076935,1763.53
7557504,1763.5
17395797,1763.09
29903621,1762.77
14375473,1762.71
33655757,1762.27
14943450,1762.13
7111845,1761.85
4129244,1761.15
15487780,1760.9
20120179,1760.57
15209801,1760
5436897,1759.98
20113877,1759.94
32802947,1759.89
15103648,1759.85
32233541,1759.68
32456347,1759.23
5355623,1758.92
8901987,1758.85
18544073,1758.39
6195261,1757.98
33994195,1757.76
4826838,1757.59
5484719,1757.33
23073286,1757.08
34014000,1757.01
20465979,1756.9
34148276,1756.75
28260504,1756.68
28507346,1756.49
26577271,1756.33
5729568,1755.75
24739235,1755.13
18087267,1755
874067,1754.98
10408403,1754.86
3153396,1754.74
26558522,1754.55
4912647,1754.08
18816450,1754.06
1622684,1752.99
29287511,1752.05
8144073,1751.86
32085990,1751.71
4849049,1751.2
2073951,1750.99
4906640,1750.96
27354954,1750.6
13245412,1750.22
9636210,1750.1
7575083,1750.04
32621401,1749.3
90226,1749.18
1026480,1748.64
21073863,1748.24
21571257,1747.68
1255438,1747.56
32905217,1747.39
15618231,1746.17
29690707,1746
4357322,1745.38
15729939,1745.2
8943174,1745.19
13526559,1745.13
32528082,1744.81
578260,1744.81
6265509,1744.79
25653268,1744.63
18975346,1744.2
32476721,1744
16787246,1743.98
32286309,1743.89
7925209,1743.63
19657531,1743.03
6595886,1742.52
7772988,1742.5
1423046,1741.9
32188315,1741.58
5045541,1741.29
4319007,1739.96
30758012,1739.77
3664947,1739.76
12734368,1739.7
32082919,1739.6
19194617,1739.55
26015086,1739.45
31973639,1738.47
24816997,1738.11
6771155,1737.84
17806157,1737.35
33178674,1737
24819240,1737
8373078,1736.49
6071468,1736.48
28275808,1736.29
25786876,1735.88
15382605,1735.41
8046428,1734.9
7220326,1734.84
81230,1734.8
27139110,1734.57
33246804,1734.47
1440222,1734.19
1789106,1732.9
3875773,1732.87
7103864,1732.79
9337342,1732.77
4435734,1732.76
8898784,1731.7
11056310,1730.61
6691212,1730.52
25940300,1730
8633336,1729.99
7943970,1729.97
34350681,1729.42
4103890,1729.4
14960086,1728.96
5913986,1728.82
5438231,1728.1
5254382,1727.88
6180201,1727.62
14039945,1727.47
6958362,1727.26
34090161,1727.07
21669778,1726.04
4530289,1725.72
27003980,1724.45
26500086,1723.42
6645499,1723
4287185,1722.99
23137506,1722.92
17767166,1722.53
15176323,1722.35
23738526,1722.29
177625,1721.81
12463376,1721.75
20043277,1721
20187396,1720.6
27307163,1719.99
13417185,1719.78
30167469,1719.66
1301739,1718.78
8405324,1718.61
2342685,1718
6543605,1717.47
3336194,1717.4
1055805,1717.22
27785658,1717.07
1162160,1716.65
19455352,1716.37
3899107,1716.23
6777650,1716.09
34012338,1715.69
1846664,1715.64
6630562,1715.43
34032510,1715.19
12835286,1715
25392991,1714.94
4068318,1713.93
30911893,1713.77
3776227,1713.11
2910323,1712.85
3500345,1712.28
6215161,1712
7502142,1711.97
4207072,1711.93
434671,1711.52
6575531,1711.07
201829,1711
16681453,1710.9
9043690,1710.44
1464316,1710.29
24928999,1710.09
32055341,1709.99
5659646,1709.92
8998133,1709.73
4743067,1709.15
33517019,1709.04
4056327,1709
22582590,1707.62
26115916,1706.81
5136503,1706.68
20564165,1706.42
3848108,1705.3
1575678,1705.16
29077744,1704.68
33746341,1703.48
7747624,1702.72
7225073,1702.55
22216210,1701.69
20696359,1701.68
12358125,1701.61
7187692,1701.6
6667897,1701.54
4647970,1701.45
4619017,1701.33
17882779,1700.68
23377860,1700
13166557,1700
19900379,1699.94
5220049,1699.94
6537893,1699.93
60056,1699.78
23433357,1699.34
27279013,1698.7
11330386,1698.45
33548751,1698.03
11320166,1697.66
20145980,1697.63
11470111,1697.45
32775092,1697.02
26666900,1696.86
8377775,1696.63
32419709,1696.46
1579771,1695.89
26900922,1695.68
1432560,1695.54
24623794,1695.53
26158751,1695.04
16999407,1694.92
4104584,1694.91
31302643,1694.74
25155913,1694.62
19004092,1694.44
13689833,1694.36
32849060,1694.09
7772381,1693.9
31993205,1693.61
